,title,critic_score,genres,stars,director,production_co,polarity,like_rate
307,Holmes & Watson,24,55.96,60.0,52.0,48.0,0.026696074513069386,0.9723376380310687
308,Mission: Impossible - Fallout,86,53.41,55.33,59.0,57.67,0.14935033298254458,0.9712241911884246
309,The Front Runner,61,64.29,53.33,61.0,56.33,0.13109452495852006,0.9579892280071813
310,Cold War,90,62.28,74.33,80.0,70.67,0.16853147130602406,0.970503844829565
311,"Don't Worry, He Won't Get Far on Foot",67,61.28,61.33,60.0,60.0,0.1456608436853002,0.9540949400104329
312,Hotel Artemis,58,56.48,58.33,64.0,58.5,0.1497518617466589,0.8980882016909132
313,White Boy Rick,59,59.89,56.67,71.0,57.33,0.17122372525477994,0.9363529330286031
314,Spider-Man: Into the Spider-Verse,87,56.78,56.0,66.5,54.67,0.2680035673676569,0.9541568842529234
315,Apostle,62,57.46,61.33,64.0,64.0,0.20636759945027486,0.9558299955496217
316,The Souvenir,91,58.12,76.5,80.0,75.0,0.10222975796723921,0.975864469714551
317,Outlaw King,59,61.3,59.33,62.0,59.67,0.1496908639312837,0.9706959706959707
318,Destroyer,62,56.12,56.33,73.0,63.33,0.12954859477277952,0.9430848036425725
319,Damsel,63,59.79,63.0,65.0,56.0,0.14269006719161048,0.9459110473457676
320,The Land of Steady Habits,71,59.35,56.67,75.0,59.0,0.05444939490151912,0.9337000579038796
321,The Wild Pear Tree,86,63.13,86.0,81.0,76.67,0.1900749923477196,0.9361936193619362
322,The Little Stranger,67,58.72,64.67,77.0,65.33,0.10752766939590858,0.9506752789195537
323,Can You Ever Forgive Me?,87,60.12,55.33,80.0,67.5,0.23253174658845976,0.9671135316296606
325,The Day Shall Come,70,56.11,67.33,55.0,71.0,0.02917328042328042,0.8989210675752414
326,Piercing,63,55.64,61.67,56.0,62.67,0.14112842712842713,0.9104895104895104
327,Double Lives,78,58.09,66.33,72.0,73.33,0.004561523683547497,0.8714462299134734
328,Proxima,71,56.73,59.67,72.0,63.0,0.06636860524039176,0.947165072925722
329,Halloween,67,55.97,55.33,60.0,60.67,0.16971195921932647,0.9619463505926388
330,Bad Times at the El Royale,60,57.34,59.67,63.0,57.0,0.3047961976575296,0.9611353197503238
331,Solo: A Star Wars Story,62,54.6,56.0,58.0,59.0,0.24736160080148514,0.8912393909533043
332,I Think We're Alone Now,51,58.76,54.0,54.0,53.0,0.012797619047619049,0.9714285714285714
333,The Kid Who Would Be King,66,55.12,62.67,70.0,59.67,0.1766804330258608,0.9438229837389501
334,The Predator,48,54.6,53.67,52.0,51.67,0.14858138664510956,0.9231141199226306
335,Ocean's Eight,61,54.34,56.0,66.0,60.0,0.17310132576477155,0.6873518556343547
336,Ready Player One,64,54.6,57.0,62.0,56.33,0.18485758331945837,0.9515201625882843
337,"Where'd You Go, Bernadette",51,59.35,58.33,73.0,68.67,0.1363050178224875,0.8701945894636924
340,Marriage Story,94,58.09,69.33,72.0,69.0,0.12173795534924811,0.9886839940942737
341,Galveston,57,56.23,68.0,59.0,61.5,0.1603712822610816,0.9555128820611298
342,Birds of Passage,85,59.89,76.67,73.0,82.33,0.10314433921341817,0.946031746031746
343,Avengers: Infinity War,68,54.6,59.33,61.0,65.01,0.16561154698021877,0.9764106788290732
344,A Hidden Life,78,61.56,67.33,71.0,65.67,0.23736905207159995,0.9735666867833433
345,Peterloo,66,63.86,60.0,81.0,73.67,0.06749540595458964,0.9241819632881085
346,First Man,84,64.29,58.33,74.0,57.33,0.19471867069540147,0.9310951105157401
347,The House That Jack Built,42,57.76,54.67,62.0,53.0,0.14588813410019777,0.9035144026317901
348,Burning,90,59.4,80.51,85.0,82.33,0.08940730221326126,0.9782002534854246
349,A Wrinkle in Time,53,56.68,58.67,72.0,51.0,0.17985119940223981,0.8411672887682389
350,Hold the Dark,63,56.1,59.0,73.0,63.33,0.14979954169493734,0.9535492939748259
351,Incredibles 2,80,56.58,63.33,77.0,69.5,0.20690814097290278,0.9716702063106796
352,The Other Side of the Wind,78,63.13,72.33,77.0,78.67,0.1620197735524723,0.9647903636784805
353,The Death & Life of John F. Donovan,28,63.13,51.33,62.0,57.67,0.03948554912305833,0.963326129729381
354,BlacKkKlansman,83,60.12,69.33,67.0,58.67,0.2110107289411976,0.9333598379432423
355,Napszállta,65,59.4,72.0,78.0,69.33,0.2431134259259259,0.92
356,The Nightingale,77,57.36,73.5,77.0,74.0,0.18039209548138127,0.9774368231046932
357,The Man Who Killed Don Quixote,58,57.74,57.33,61.0,62.33,0.08428176347291873,0.9704370179948586
358,Unsane,63,57.52,54.33,66.0,66.67,0.05667280228885525,0.9288185862580326
359,Maya,62,63.13,72.5,76.0,68.0,0.20713102409638562,0.9513415188722146
360,Everybody Knows,68,57.34,60.0,82.0,64.67,0.12801232222961648,0.9184615384615384
361,The Sisters Brothers,78,60.15,63.0,76.0,72.33,0.16067531997610127,0.8632944228274968
362,Black Panther,88,54.6,64.0,81.0,62.0,0.1213890172129457,0.9646964495051499
363,The Beach Bum,55,55.57,51.67,54.0,64.0,0.03452426235042222,0.8850478967097043
364,Widows,84,57.89,57.0,83.0,67.33,0.23176289746249987,0.9443186529323596
365,Isle of Dogs,82,58.6,66.67,73.0,69.67,0.09334394290123456,0.9051094890510949
366,The Favourite,91,62.11,61.0,74.0,63.33,0.2708333333333334,0.9408194233687405
367,Ad Astra,80,57.05,63.0,68.0,64.33,0.19844544800685415,0.9491723182381682
368,Roma,96,63.13,91.67,72.0,76.5,0.12168592436974789,0.9644484958979034
369,The Irishman,94,61.64,59.0,71.0,62.33,0.2222977829715414,0.9769361746039936
370,If Beale Street Could Talk,87,59.35,64.33,80.0,72.33,0.21011027906226779,0.9507976167595618
371,The Glorias,58,64.29,57.0,55.0,62.0,0.18303263674807238,0.9481765834932822
372,Always Be My Maybe,64,55.57,57.67,62.0,68.0,0.29935090548817483,0.985844956339642
373,The Boy Who Harnessed the Wind,68,64.29,65.33,60.0,64.67,0.316423570812842,0.9882999692580337
374,Charlie's Angels,52,53.96,57.67,52.0,55.0,0.17135839520202026,0.8328388282121237
375,Long Shot,67,55.57,54.0,57.0,53.67,0.17414403645104062,0.9787366133788608
376,Late Night,70,59.35,61.33,65.0,61.67,0.07160736027602607,0.9273231031543052
377,Capone,46,61.64,57.0,53.0,59.33,0.062290579790579795,0.9455626715462031
378,Sound of Metal,82,64.48,62.0,67.0,77.01,0.2750847553137536,0.9847733223094943
379,Little Joe,60,58.41,59.0,67.0,71.33,0.03252658436524716,0.9318370739817123
380,Resistance,53,63.81,54.67,52.0,50.0,0.07160736027602607,0.9273231031543052
381,The Rhythm Section,45,55.99,49.33,54.0,47.0,0.09513232404353439,0.9206856478791401
382,Missing Link,68,57.59,55.67,75.0,72.5,0.17970540188192308,0.9296882780599542
383,Native Son,63,63.13,59.0,63.0,61.5,0.13693399579789012,0.9753803274880967
384,The Addams Family,46,58.05,55.33,58.0,53.67,0.1699560009178633,0.9558560642705419
385,Men in Black: International,38,54.84,57.33,48.0,55.0,0.07733587904716827,0.9410258981742814
386,The Parts You Lose,47,57.89,62.33,69.0,52.0,0.14285714285714285,1.0
387,The Jesus Rolls,44,57.73,58.0,58.0,53.0,0.2761701128848003,0.9717707867402217
388,Yesterday,55,58.55,60.99,69.0,62.33,0.18375698676246402,0.9651473099914603
391,My Zoe,59,63.13,63.67,64.0,54.0,0.04191688847938847,0.9688412852969815
392,Portrait of a Lady on Fire,95,59.35,80.34,83.0,79.0,0.17620975632363045,0.9905875641756988
393,Like a Boss,33,55.57,50.13,73.0,53.5,0.07160736027602607,0.9273231031543052
394,Chaos Walking,38,55.25,58.67,58.0,55.67,0.1900913210227275,0.9666585740875617
395,Gemini Man,38,56.44,53.33,67.0,45.0,0.1580365007908757,0.9563988103636066
396,Downhill,49,59.35,63.0,62.0,58.67,0.026667174162936867,0.8807506053268765
398,Mainstream,37,59.35,53.0,52.0,63.0,0.10914698727198727,0.9034013605442177
399,The Hunt,50,54.17,48.33,68.0,59.0,0.25209165850683696,0.8037982549901812
400,Seberg,54,60.73,56.33,58.0,50.0,0.14752042807762283,0.8910692482121053
402,Greyhound,64,60.34,57.0,69.0,56.0,0.1856526751876475,0.937013757637027
403,Queen & Slim,74,58.45,58.67,86.0,56.51,0.18641056076691354,0.9692622348224752
404,Ford v Ferrari,81,59.98,62.67,62.0,57.0,0.2823811231106722,0.9660381664647741
405,The Trial of the Chicago 7,76,60.54,60.0,68.0,53.67,0.25023234021818946,0.965709939818795
406,Wounds,51,57.52,56.67,67.0,58.0,-0.10321555634080201,0.8592233009708737
407,The Kitchen,35,57.01,52.5,55.0,49.33,0.18204370726784241,0.9223736968724939
408,The Grudge,41,57.29,41.0,56.0,48.67,0.08968207014177225,0.9589455160277424
409,Spider-Man: Far from Home,69,54.6,58.67,63.0,62.33,0.10912146414445519,0.9811930816912516
410,Zola,72,58.45,62.51,67.0,67.0,0.13653260855257507,0.9434603028912345
411,The Lion King,55,59.43,65.33,54.0,62.33,0.1816017504890942,0.9461420515021672
412,Motherless Brooklyn,60,58.48,60.67,61.0,55.33,0.2185368137153851,0.9707762557077626
413,The Nest,79,59.35,67.67,65.0,64.67,0.058491234224814725,0.9128151260504201
414,The Personal History of David Copperfield,77,59.35,60.67,82.0,69.33,0.12512670149323013,0.9164201183431953
415,It Chapter Two,58,59.24,61.0,61.0,54.0,0.08783076383871101,0.9808236181136488
416,Joker,59,57.89,58.67,55.0,52.0,0.1696875505634769,0.9723017344684524
417,The Report,66,60.69,62.0,70.0,68.67,0.16576873092754238,0.9550945378151261
418,True History of the Kelly Gang,75,61.4,60.67,62.0,64.67,0.10156246979871981,0.9614469300333175
419,Bad Hair,61,56.47,54.67,70.0,65.0,0.18294184845745737,0.9491381561765474
420,Captain Marvel,64,54.6,59.0,72.0,61.0,0.1800578370839267,0.9145520383857481
421,The Devil All the Time,55,57.89,60.0,63.0,59.0,0.24355024428726746,0.981901648862956
422,The Goldfinch,40,63.13,52.0,64.0,61.0,0.26054775024444365,0.978122721116783
423,Lucy in the Sky,36,58.17,57.0,78.0,50.0,0.0729516707251082,0.8866064092029581
424,Toy Story 4,84,57.59,56.67,89.0,69.5,0.14582946717056092,0.9746228036669213
425,Wendy,54,60.17,54.0,73.0,57.67,0.20100772034211828,0.8896732406666181
426,Frankie,56,59.35,58.67,73.0,62.67,0.04364432367149759,0.9222222222222223
427,Waves,80,59.69,67.0,81.0,65.5,0.2578803781731449,0.9841660802251935
428,A Beautiful Day in the Neighborhood,80,64.14,68.0,80.0,58.33,0.27679170601757885,0.978023082223243
430,Pain and Glory,87,63.13,56.33,73.0,68.33,0.24234713388163057,0.9571428571428572
431,Kajillionaire,78,58.45,55.33,69.0,70.0,0.08862395744263876,0.9301075268817204
432,Ema,71,61.51,68.33,73.0,73.0,0.04031792005420053,0.9275558564658091
433,Waiting for the Barbarians,52,63.13,59.33,73.0,52.0,0.1915325084637584,0.9599150979505202
434,Godzilla: King of the Monsters,48,55.25,59.67,58.0,60.33,0.24413180919256386,0.9668541117879487
435,The King,62,62.17,62.0,62.0,68.33,0.2940170286125912,0.9830839694656489
436,John Wick: Chapter 3 - Parabellum,73,53.94,53.0,67.0,54.67,0.1633991729215639,0.9825025354693072
437,First Cow,89,61.9,60.0,79.0,75.0,0.15021655496124223,0.9696246930901438
438,Midsommar,72,57.52,66.67,80.0,63.67,0.12577962641365364,0.9584325686987284
439,Star Wars: The Rise Of Skywalker,53,55.25,62.67,65.0,63.33,0.17344090515126814,0.874472972793991
440,The Truth,75,63.13,65.67,79.0,72.0,0.1680424174174174,0.9569789674952199
441,Velvet Buzzsaw,61,55.64,56.33,58.0,68.0,0.06706898289508231,0.9551870496495903
442,High Flying Bird,78,61.75,70.67,66.0,73.5,0.04484138257575758,0.8930099857346647
443,The Laundromat,57,59.99,52.01,66.0,59.67,0.16463039766946022,0.9695505074915418
444,The Dead Don't Die,53,56.91,64.0,67.0,67.0,0.13734559703373436,0.9469501784882819
445,Triple Frontier,61,54.22,55.67,71.0,52.0,0.2884400017098428,0.9736385374884295
446,The Lighthouse,83,58.34,67.33,83.0,66.67,0.1926342445704487,0.9809067597648189
447,The Last Thing He Wanted,35,57.89,52.33,66.0,43.67,0.1370837755080567,0.9722918307438964
448,Jojo Rabbit,58,60.36,63.67,71.0,63.67,0.18547360562469947,0.9507295149435837
449,Uncut Gems,91,57.89,60.0,73.5,79.67,0.20462272147181526,0.9691300280636108
450,Parasite,96,57.53,84.0,77.0,79.0,0.22934661847469168,0.9693466119122023
451,Little Women,91,59.35,66.0,69.0,60.67,0.25317691253149394,0.9866942637492608
452,Avengers: Endgame,78,56.73,58.0,61.0,62.0,0.1309374582706866,0.9800182481467796
453,Us,81,55.64,69.0,72.0,67.0,0.10350154129371561,0.9650914086771892
454,Once Upon a Time... In Hollywood,83,59.35,62.0,64.0,63.33,0.23499500772164944,0.9676032738103705
456,The Witches,47,56.3,54.0,56.0,57.0,0.0944062368181587,0.9031819466026275
458,Coming 2 America,52,55.57,49.67,58.0,51.33,0.22042457147746738,0.9651534757847857
459,The Craft: Legacy,54,59.24,58.67,59.0,52.33,0.16209938343859595,0.9326380633026301
461,Mulan,66,56.72,56.33,66.0,62.67,0.20413084526440498,0.8278969208097418
462,Lost Girls,67,57.57,62.33,71.0,69.0,0.06367461217728596,0.969427276473012
463,The High Note,58,61.51,63.67,65.0,60.33,0.13134966548980476,0.9316987740805605
465,The White Tiger,76,59.89,65.51,78.0,73.33,0.2495895524112752,0.9524506321920727
467,Emma.,71,58.09,61.67,71.0,62.33,0.3064474404550885,0.9800789082206843
468,All Day and a Night,60,63.13,67.0,74.0,59.0,0.23027777777777778,0.9267605633802817
469,Minari,89,63.13,80.0,74.0,68.0,0.210899533521521,0.9934218270702203
470,The Mitchells vs the Machines,81,57.64,61.0,65.8765560165975,60.0,0.12265684684467207,0.9527864412344058
471,Passing,84,63.13,68.33,61.0,79.0,0.26495138888888886,0.9609756097560975
472,The World to Come,73,63.13,61.67,62.0,70.33,0.13841209561669363,0.950123660346249
473,Tigertail,65,63.13,67.67,61.0,70.0,0.0,1.0
476,The Breaker Upperers,76,55.57,68.33,68.0,74.0,0.10205066302519632,0.9559008819823603
477,The King of Staten Island,67,59.35,61.5,60.0,58.67,0.2604984755217826,0.9520285966036527
478,Happiest Season,69,58.09,57.0,52.0,56.67,0.25693361306387813,0.9533254366289473
479,Pieces of a Woman,66,63.13,57.0,66.0,57.67,0.22268294235565858,0.9723103644076289
480,The Midnight Sky,58,57.93,58.33,63.0,59.67,0.004561523683547497,0.8714462299134734
481,The Invisible Man,72,57.51,58.33,44.0,56.0,0.15755584021717645,0.9560089473327459
482,Bill & Ted Face the Music,65,58.48,54.33,79.0,60.0,0.048818597560975605,0.6316708229426434
483,The Lovebirds,59,54.77,57.67,58.0,57.33,0.15809169162277192,0.9414835976751059
484,Ma Rainey's Black Bottom,87,64.48,65.67,66.0,68.0,0.20685639940474304,0.985929966010592
488,Never Rarely Sometimes Always,91,63.13,81.67,82.0,68.33,0.06995065866033609,0.9673202614379085
489,Shirley,76,59.46,64.0,59.0,59.5,0.10592894133503264,0.8937262781870954
490,Wonder Woman 1984,60,54.51,59.0,70.0,55.67,0.16965890673837347,0.9624792635721953
493,Ammonite,72,61.28,60.0,79.0,69.33,0.11036511015793671,0.9783919131966985
494,News of the World,73,57.53,68.0,73.0,60.0,0.2285714285714286,0.9051724137931034
495,Let Them All Talk,72,59.35,59.67,66.0,64.67,0.1289038501452885,0.9755651595744681
497,Birds of Prey,60,54.63,55.0,69.0,58.33,0.19384402688984534,0.9198380385163252
500,Rebecca,46,57.07,60.0,63.0,64.5,0.27224998366359837,0.9682560206885404
501,Nomadland,93,63.13,73.67,84.0,93.0,0.24109189378116508,0.9587951807228916
502,The Old Guard,70,54.36,60.33,63.0,60.0,0.10631734887159347,0.9391781461592342
504,Promising Young Woman,73,57.89,68.0,56.0,61.33,0.25613842242034734,0.9533751928216047
507,I'm Thinking of Ending Things,78,58.52,64.33,73.0,66.0,0.134670207908526,0.9803958418981618
508,Da 5 Bloods,82,60.19,66.33,67.0,71.0,0.2042619272745701,0.9587328559291176
509,Mank,79,61.28,51.33,69.0,68.0,0.13157885902677563,0.9600355239786856
510,On the Rocks,73,58.09,52.67,71.0,63.5,0.1338240629063251,0.9726392072764919
514,Tenet,69,54.21,62.33,67.0,61.5,0.1410881341153887,0.9767918844577097
